feature,coef,OR,p_value
const,-11.286738295450501,1.2538103183926692e-05,4.0621622166688555e-09
median_income,-4.1516065048207e-06,0.9999958484021131,0.8101947389825301
poverty_rate,4.034129952869849,56.49374662762066,0.4979311581832617
unemployment_rate,3.362981357838614,28.87514983266719,0.7867315630684272
pct_bachelors,4.670108746073057,106.70934602385543,0.03910647029504561
log_pop,0.44481950462986186,1.56020855999492,0.0018336125497918133
