feature,coef,p_value
const,8.916216886483713,0.0
median_income,1.7857496482617783e-06,0.046112239326120345
poverty_rate,0.414270590213075,0.06535780539919024
unemployment_rate,0.0885528657896808,0.8287027893978096
pct_bachelors,0.9156391517881048,4.735800140099042e-15
log_pop,0.20136507012018323,2.1349708352173557e-158
