feature,coef
const,15.20470260294016
median_income,-3.3635122458811895e-05
poverty_rate,-0.051078424162877646
unemployment_rate,-0.10693830931267556
pct_bachelors,0.06623965770192519
log_pop,-1.0246552695946838
